/root/Desktop/data/IMG/center_2019_02_17_04_16_55_105.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_105.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_105.jpg,0,0,0,1.613272E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_174.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_174.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_174.jpg,0,0,0,2.408612E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_245.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_245.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_245.jpg,0,0,0,3.338398E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_316.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_316.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_316.jpg,0,0,0,4.035855E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_387.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_387.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_387.jpg,0,0,0,5.132029E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_458.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_458.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_458.jpg,0,0,0,6.096001E-06
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_532.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_532.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_532.jpg,0,0.08243394,0,0.009940082
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_602.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_602.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_602.jpg,0,0.3283074,0,0.2082063
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_673.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_673.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_673.jpg,0,0.5051665,0,0.5334966
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_741.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_741.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_741.jpg,0,0.7445726,0,1.193244
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_808.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_808.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_808.jpg,0,0.9281845,0,1.782204
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_875.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_875.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_875.jpg,0,1,0,2.501421
/root/Desktop/data/IMG/center_2019_02_17_04_16_55_950.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_55_950.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_55_950.jpg,0,1,0,3.446184
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_021.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_021.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_021.jpg,0,1,0,4.386619
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_092.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_092.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_092.jpg,0,1,0,5.085083
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_162.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_162.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_162.jpg,0,0.9838181,0,6.00721
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_231.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_231.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_231.jpg,-0.15,0.8122239,0,6.606194
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_303.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_303.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_303.jpg,-0.35,0.563287,0,7.180312
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_374.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_374.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_374.jpg,-0.3964469,0.3828366,0,7.450593
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_444.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_444.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_444.jpg,-0.1539781,0.1403677,0,7.640008
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_514.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_514.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_514.jpg,0,0,0,7.624997
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_585.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_585.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_585.jpg,0,0,0,7.561265
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_653.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_653.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_653.jpg,0,0,0,7.515484
/root/Desktop/data/IMG/center_2019_02_17_04_16_56_722.jpg,/root/Desktop/data/IMG/left_2019_02_17_04_16_56_722.jpg,/root/Desktop/data/IMG/right_2019_02_17_04_16_56_722.jpg,0,0,0,7.455062
